Number,Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status,Last Known
1401-09=,Popocatepetl,Mexico,Mexico,19.023,-98.622,5426.0,Stratovolcano,Historical,D1
0104-09-,Porak,Armenia,Armenia,40.017,45.783,2800.0,Stratovolcano,Anthropology,D7
0304-04-,"Possession, Ile de la",Indian Ocean,Indian O-S,-46.42,51.63,934.0,Stratovolcano,Holocene,U
1701-07=,Prestahnukur,Iceland,Iceland-SW,64.6,-20.58,1390.0,Subglacial volcano,Radiocarbon,D7
0900-19=,Prevo Peak,Russia,Kuril Is,47.02,152.12,1360.0,Stratovolcano,Historical,D3
1401-00-,"Prieto, Cerro",Mexico,Mexico,32.418,-115.305,223.0,Lava dome,Holocene,Unknown
0304-06-,Prince Edward Island,Indian Ocean,Indian O-S,-46.63,37.95,672.0,Shield volcano,Holocene,U
1900-14-,Protector Shoal,Antarctica,Antarctica,-55.92,-28.08,-27.0,Submarine volcano,Historical,D2
1507-072,Puesto Cortaderas,Argentina,Argentina,-37.55,-69.62,970.0,Pyroclastic cone,Holocene,U
1507-073,Puesto Cortaderas,Argentina,Argentina,-37.567,-69.617,970.0,Pyroclastic cone,Holocene,U
1505-105,Pular,Chile,Chile-N,-24.18,-68.05,6233.0,Stratovolcano,Holocene,U
1502-011,Pululagua,Ecuador,Ecuador,0.038,-78.463,3356.0,Caldera,Radiocarbon,D7
1507-16-,Puntiagudo-Cordon Cenizo,Chile,Chile-C,-40.969,-72.264,2493.0,Stratovolcano,Historical,D3
1501-06=,Purace,Colombia,Colombia,2.32,-76.4,4650.0,Stratovolcano,Historical,D1
1505-094,Purico Complex,Chile,Chile-N,-23.0,-67.75,5703.0,Pyroclastic shield,Holocene,U
1505-09=,Putana,Chile,Chile-N,-22.57,-67.87,5890.0,Stratovolcano,Historical,D1
1507-15=,Puyehue,Chile,Chile-C,-40.59,-72.117,2236.0,Stratovolcano,Holocene,U
1508-054,Puyuhuapi,Chile,Chile-S,-44.3,-72.53,255.0,Cinder cone,Holocene,U
0302-02-,Qal'eh Hasan Ali,Iran,Iran,29.4,57.57,0.0,Maar,Holocene,Unknown
1600-14=,Qualibou,St. Lucia,W Indies,13.83,-61.05,777.0,Caldera,Historical,D4
1507-121,Quetrupillan,Chile,Chile-C,-39.5,-71.7,2360.0,Caldera,Historical,D3
1402-21-,Quezaltepeque,Guatemala,Guatemala,14.65,-89.35,1200.0,Volcanic field,Holocene,U
1600-02=,"Quill, The",Netherlands,W Indies,17.48,-62.95,601.0,Stratovolcano,Radiocarbon,D6
1502-06=,Quilotoa,Ecuador,Ecuador,-0.85,-78.9,3914.0,Caldera,Radiocarbon,D6
1504-004,Quimsachata,Peru,Peru,-14.37,-71.17,3923.0,Lava dome,Holocene,U
0502-14=,Rabaul,Papua New Guinea,New Britain-SW Pac,-4.271,152.203,688.0,Pyroclastic shield,Historical,D1
0701-06=,Ragang,Philippines,Mindanao-Philippines,7.67,124.5,2815.0,Stratovolcano,Historical,D2
0301-01=,"Rahah, Harrat ar",Saudi Arabia,Arabia-W,27.8,36.17,1660.0,Volcanic field,Anthropology,U
0301-07=,"Rahat, Harrat",Saudi Arabia,Arabia-W,23.08,39.78,1744.0,Volcanic field,Historical,D6
0900-25=,Raikoke,Russia,Kuril Is,48.292,153.25,551.0,Stratovolcano,Historical,D2
1201-03-,Rainier,United States,US-Washington,46.87,-121.758,4392.0,Stratovolcano,Dendrochronology,D3
0601-29=,Rajabasa,Indonesia,Sumatra,-5.78,105.625,1281.0,Stratovolcano,Fumarolic,U
0604-071,Ranakah,Indonesia,Lesser Sunda Is,-8.62,120.52,2100.0,Lava dome,Historical,D1
0601-251,Ranau,Indonesia,Sumatra,-4.83,103.92,1881.0,Caldera,Holocene,Unknown
0402-03=,Raoul Island,New Zealand,Kermadec Is,-29.27,-177.92,516.0,Stratovolcano,Historical,D1
0900-22=,Rasshua,Russia,Kuril Is,47.77,153.02,956.0,Stratovolcano,Historical,D2
0603-34=,Raung,Indonesia,Java,-8.125,114.042,3332.0,Stratovolcano,Historical,D1
0805-082,Rausu,Japan,Hokkaido-Japan,44.073,145.125,1660.0,Stratovolcano,Tephrochronology,D3
1101-28-,Recheschnoi,United States,Aleutian Is,53.15,-168.55,1984.0,Stratovolcano,Holocene,U
1508-063,Reclus,Chile,Chile-S,-50.98,-73.7,0.0,Stratovolcano,Radiocarbon,D7
1203-15-,Red Cones,United States,US-California,37.58,-119.05,2748.0,Cinder cone,Holocene,U
1103-03-,Redoubt,United States,Alaska-SW,60.48,-152.75,3108.0,Stratovolcano,Historical,D1
0401-06-,Reporoa,New Zealand,New Zealand,-38.42,176.33,592.0,Caldera,Tephrochronology,D6
1507-065,"Resago, Volcan",Chile,Chile-C,-36.45,-70.92,1550.0,Cinder cone,Holocene,U
1502-01=,Reventador,Ecuador,Ecuador,-0.078,-77.656,3562.0,Stratovolcano,Historical,D1
1701-02=,Reykjanes,Iceland,Iceland-SW,63.88,-22.5,230.0,Crater rows,Historical,D6
1701-01=,Reykjaneshryggur,Iceland,Iceland-SW,63.67,-23.33,80.0,Submarine volcanoes,Historical,D1
1405-02=,Rincon de la Vieja,Costa Rica,Costa Rica,10.83,-85.324,1916.0,Complex volcano,Historical,D1
0604-03=,Rinjani,Indonesia,Lesser Sunda Is,-8.42,116.47,3726.0,Stratovolcano,Historical,D1
1507-024,Risco Plateado,Argentina,Argentina,-34.933,-70.0,4999.0,Stratovolcano,Holocene?,?
0805-041,Rishiri,Japan,Hokkaido-Japan,45.18,141.25,1719.0,Stratovolcano,Radiocarbon,D7
0501-07=,Ritter Island,Papua New Guinea,New Guinea-NE of,-5.52,148.121,140.0,Stratovolcano,Historical,D1
1506-02=,Robinson Crusoe,Chile,Chile-Is,-33.658,-78.85,922.0,Shield volcano,Historical,D3
1505-21-,Robledo,Argentina,Argentina,-26.767,-67.717,4400.0,Caldera,Holocene,U
1303-04-,Rocard,France,Society Is-C Pacific,-17.642,-148.6,-2100.0,Submarine volcano,Seismicity,U
1000-34-,Romanovka,Russia,Kamchatka,55.65,158.8,1442.0,Stratovolcano,Holocene,U
1404-06-,Rota,Nicaragua,Nicaragua,12.55,-86.75,832.0,Stratovolcano,Holocene,U
1101-38-,Roundtop,United States,Aleutian Is,54.8,-163.6,1871.0,Stratovolcano,Holocene,U
1900-021,Royal Society Range,Antarctica,Antarctica,-78.25,163.6,3000.0,Cinder cone,Holocene,Unknown
0607-01=,Ruang,Indonesia,Sangihe Is-Indonesia,2.28,125.425,725.0,Stratovolcano,Historical,D2
0401-10=,Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797.0,Stratovolcano,Historical,D1
0804-202,Ruby,United States,Mariana Is-C Pacific,15.617,145.567,-230.0,Submarine volcano,Historical,D2
0804-201,Ruby,United States,Mariana Is-C Pacific,15.62,145.57,-230.0,Submarine volcano,Historical,D1
1200-03-,Ruby Mountain,Canada,Canada,59.68,-133.32,1523.0,Cinder cone,Historical,D3
0900-112,Rudakov,Russia,Kuril Is,45.88,149.83,542.0,Stratovolcano,Holocene,Unknown
1501-02=,Ruiz,Colombia,Colombia,4.895,-75.322,5321.0,Stratovolcano,Historical,D1
0401-131,Rumble II West,New Zealand,New Zealand,-35.353,178.527,1200.0,Submarine volcano,Fumarolic,U
0401-13-,Rumble III,New Zealand,New Zealand,-35.745,178.478,-140.0,Submarine volcano,Hydrophonic,D1
0401-12-,Rumble IV,New Zealand,New Zealand,-36.13,178.05,-450.0,Submarine volcano,Fumarolic,U
0401-11-,Rumble V,New Zealand,New Zealand,-36.139,178.197,-700.0,Submarine volcano,Fumarolic,U
0202-166,Rungwe,Tanzania,Africa-E,-9.13,33.67,2961.0,Stratovolcano,Holocene,U
1508-058,Río Murta,Chile,Chile-S,-46.167,-72.667,,Pyroclastic cones,Holocene?,?
0202-163,SW Usangu Basin,Tanzania,Africa-E,-8.75,33.8,2179.0,Lava dome,Holocene,U
1600-01=,Saba,Netherlands,W Indies,17.63,-63.23,887.0,Stratovolcano,Historical,D5
0302-002,Sabalan,Iran,Iran,38.25,47.917,4811.0,Stratovolcano,Holocene,U
1504-003,Sabancaya,Peru,Peru,-15.78,-71.85,5967.0,Stratovolcano,Historical,D1
1504-006,Sabancaya,Peru,Peru,-15.783,-71.85,5967.0,Stratovolcanoes,Historical,D1
0302-001,Sahand,Iran,Iran,37.75,46.433,3707.0,Stratovolcano,Holocene,U
1505-091,Sairecabur,Bolivia,Chile-N,-22.73,-67.88,5971.0,Stratovolcano,Holocene,U
0501-08=,Sakar,Papua New Guinea,New Guinea-NE of,-5.414,148.094,992.0,Stratovolcano,Holocene,Unknown
0802-08=,Sakura-jima,Japan,Kyushu-Japan,31.58,130.67,1117.0,Stratovolcano,Historical,D1
0603-05=,Salak,Indonesia,Java,-6.72,106.73,2211.0,Stratovolcano,Historical,D2
1401-007,San Borja Volc Field,Mexico,Mexico,28.5,-113.75,1360.0,Cinder cone,Holocene,U
0204-002,San Carlos,Equatorial Guinea,Africa-W,3.35,8.52,2260.0,Shield volcano,Holocene,U
1503-12-,San Cristobal,Ecuador,Galapagos,-0.88,-89.5,759.0,Shield volcano,Holocene,U
1404-02=,San Cristobal,Nicaragua,Nicaragua,12.702,-87.004,1745.0,Stratovolcano,Historical,D1
1403-001,San Diego,El Salvador,El Salvador,14.27,-89.48,781.0,Volcanic field,Holocene,U
1506-01=,San Felix,Chile,Chile-Is,-26.27,-80.12,183.0,Shield volcano,Holocene,U
0204-003,San Joaquin,Equatorial Guinea,Africa-W,3.35,8.63,2009.0,Shield volcano,Holocene,U
1802-03=,San Jorge,Portugal,Azores,38.65,-28.08,1053.0,Fissure vent,Historical,D2
1507-02=,San Jose,Argentina,Chile-C,-33.782,-69.897,5856.0,Stratovolcano,Historical,D2
1401-003,"San Luis, Isla",Mexico,Mexico,29.814,-114.384,180.0,Tuff cone,Holocene,U
1403-04=,San Marcelino,El Salvador,El Salvador,13.853,-89.63,2381.0,Stratovolcano,Historical,D2
1401-11=,San Martin,Mexico,Mexico,18.572,-95.169,1650.0,Shield volcano,Historical,D4
1403-10=,San Miguel,El Salvador,El Salvador,13.431,-88.272,2130.0,Stratovolcano,Historical,D1
1505-07=,San Pedro,Chile,Chile-N,-21.88,-68.4,6145.0,Stratovolcano,Historical,D2
1507-062,San Pedro-Pellado,Chile,Chile-C,-35.989,-70.849,3621.0,Stratovolcano,Holocene,U
1401-002,San Quintin Volc Field,Mexico,Mexico,30.468,-115.996,260.0,Cinder cone,Holocene,U
1403-05=,San Salvador,El Salvador,El Salvador,13.736,-89.286,1893.0,Stratovolcano,Historical,D2
1403-07=,San Vicente,El Salvador,El Salvador,13.623,-88.852,2182.0,Stratovolcano,Holocene,U
0803-002,Sanbe,Japan,Honshu-Japan,35.13,132.62,1126.0,Caldera,Radiocarbon,D7
1202-04-,Sand Mountain Field,United States,US-Oregon,44.38,-121.93,1664.0,Cinder cone,Radiocarbon,D7
1105-01-,Sanford,United States,Alaska-E,62.22,-144.13,4949.0,Shield volcano,Holocene,Unknown
1401-023,Sanganguey,Mexico,Mexico,21.45,-104.73,2340.0,Stratovolcano,Holocene,U
1401-024,Sangangüey,Mexico,Mexico,21.45,-104.733,2340.0,Stratovolcano,Holocene,U
1502-09=,Sangay,Ecuador,Ecuador,-2.03,-78.33,5230.0,Stratovolcano,Historical,D1
0604-05=,Sangeang Api,Indonesia,Lesser Sunda Is,-8.18,119.058,1949.0,Complex volcano,Historical,D1
0604-06=,"Sano, Wai",Indonesia,Lesser Sunda Is,-8.68,120.025,903.0,Caldera,Holocene,U
1403-02=,Santa Ana,El Salvador,El Salvador,13.853,-89.63,2365.0,Stratovolcano,Historical,D2
1207-01-,Santa Clara,United States,US-Utah,37.257,-113.625,1465.0,Volcanic field,Holocene,U
1503-091,Santa Cruz,Ecuador,Galapagos,-0.62,-90.33,864.0,Shield volcano,Holocene,U
0204-004,Santa Isabel,Equatorial Guinea,Africa-W,3.58,8.75,2972.0,Shield volcano,Historical,D2
1501-021,Santa Isabel,Colombia,Colombia,4.82,-75.37,4950.0,Shield volcano,Radiocarbon,D7
1402-03=,Santa Maria,Guatemala,Guatemala,14.756,-91.552,3772.0,Stratovolcano,Historical,D1
1503-09=,Santiago,Ecuador,Galapagos,-0.22,-90.77,920.0,Shield volcano,Historical,D2
1402-16-,"Santiago, Cerro",Guatemala,Guatemala,14.33,-89.87,1192.0,Volcanic field,Holocene,U
1804-03-,Santo Antao,Cape Verde,Cape Verde Is,17.07,-25.17,1979.0,Stratovolcano,Holocene,U
0703-086,Santo Tomas,Philippines,Luzon-Philippines,16.33,120.55,2260.0,Stratovolcano,Uncertain,Unknown
0102-04=,Santorini,Greece,Greece,36.404,25.396,329.0,Shield volcano,Historical,D2
0204-001,Sao Tome,Sao Tome & Principe,Africa-W,0.32,6.72,2024.0,Shield volcano,Holocene,Unknown
0804-192,Sarigan,United States,Mariana Is-C Pacific,16.708,145.783,538.0,Stratovolcano,Holocene,U
0804-191,Sarigan,United States,Mariana Is-C Pacific,16.708,145.78,538.0,Stratovolcano,Holocene,U
0601-131,Sarik-Gajah,Indonesia,Sumatra,0.08,100.2,0.0,Pyroclastic cone,Holocene,Unknown
0900-24=,Sarychev Peak,Russia,Kuril Is,48.092,153.2,1496.0,Stratovolcano,Historical,D1
1200-13-,Satah Mountain,Canada,Canada,52.47,-124.7,1921.0,Volcanic field,Holocene,U
0404-04=,Savai'i,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858.0,Shield volcano,Historical,D2
0505-07=,Savo,Solomon Is.,Solomon Is-SW Pacifi,-9.13,159.82,510.0,Stratovolcano,Historical,D3
0301-16-,"Sawad, Harra Es-",Yemen,Arabia-S,13.58,46.12,1737.0,Volcanic field,Historical,D6
1000-201,Schmidt,Russia,Kamchatka,54.917,160.633,2020.0,Shield volcano,Holocene,U
1900-05=,Seal Nunataks Group,Antarctica,Antarctica,-65.03,-60.05,368.0,Pyroclastic cone,Historical,D3
0804-23-,Seamount X,United States,Mariana Is-C Pacific,13.25,144.017,-1230.0,Submarine volcano,Fumarolic,U
1000-52-,Sedankinsky,Russia,Kamchatka,57.23,160.08,1241.0,Shield volcano,Holocene,U
0202-05-,Segererua Plateau,Kenya,Africa-E,1.57,37.9,699.0,Pyroclastic cone,Holocene,U
1101-18-,Seguam,United States,Aleutian Is,52.32,-172.52,1054.0,Stratovolcano,Historical,D1
1101-03-,Segula,United States,Aleutian Is,52.02,178.13,1153.0,Stratovolcano,Holocene,U
0601-26=,Sekincau Belirang,Indonesia,Sumatra,-5.12,104.32,1719.0,Caldera,Fumarolic,U
0603-30=,Semeru,Indonesia,Java,-8.108,112.92,3676.0,Stratovolcano,Historical,D1
1101-06-,Semisopochnoi,United States,Aleutian Is,51.95,179.62,1221.0,Stratovolcano,Historical,D1
0606-04=,Sempu,Indonesia,Sulawesi-Indonesia,1.142,124.73,1549.0,Caldera,Fumarolic,U
1401-092,Serdan-Oriental,Mexico,Mexico,19.27,-97.47,3485.0,Tuff cone,Holocene,U
1101-15-,Sergief,United States,Aleutian Is,52.03,-174.93,560.0,Stratovolcano,Uncertain,Unknown
0605-07=,Serua,Pacific Ocean,Banda Sea,-6.3,130.0,641.0,Stratovolcano,Historical,D2
0503-031,Sessagara,Papua New Guinea,New Guinea,-9.48,149.13,370.0,Unknown,Holocene,U
1802-08=,Sete Cidades,Portugal,Azores,37.87,-25.78,856.0,Stratovolcano,Historical,D3
0601-02=,Seulawah Agam,Indonesia,Sumatra,5.448,95.658,1810.0,Stratovolcano,Historical,D3
1000-70-,Severny,Russia,Kamchatka,58.28,160.87,1936.0,Shield volcano,Holocene,U
0201-28-,Shala,Ethiopia,Africa-NE,7.47,38.55,2075.0,Stratovolcano,Holocene,U
0300-01-,Sharat Kovakab,Syria,Syria,36.53,40.85,534.0,Volcanic field,Holocene,U
1203-01-,Shasta,United States,US-California,41.42,-122.2,4317.0,Stratovolcano,Historical,D4
0803-121,Shiga,Japan,Honshu-Japan,36.7,138.52,2036.0,Shield volcano,Holocene,U
0805-062,Shikaribetsu Group,Japan,Hokkaido-Japan,43.28,143.08,1430.0,Lava dome,Holocene,U
0805-04=,Shikotsu,Japan,Hokkaido-Japan,42.7,141.33,1320.0,Caldera,Historical,D1
0805-09=,Shiretoko-Iwo-zan,Japan,Hokkaido-Japan,44.13,145.17,1563.0,Stratovolcano,Historical,D2
0900-331,Shirinki,Russia,Kuril Is,50.2,154.98,761.0,Stratovolcano,Holocene,U
1101-36-,Shishaldin,United States,Aleutian Is,54.75,-163.97,2857.0,Stratovolcano,Historical,D1
1000-511,Shisheika,Russia,Kamchatka,57.15,161.083,379.0,Lava dome,Radiocarbon,D7
1000-58-,Shishel,Russia,Kamchatka,57.45,160.37,2525.0,Shield volcano,Holocene,U
1000-27=,Shiveluch,Russia,Kamchatka,56.653,161.36,3283.0,Stratovolcano,Historical,D1
1204-01-,Shoshone Lava Field,United States,US-Idaho,43.07,-114.43,1525.0,Cinder cone,Holocene,Unknown
0601-07=,Sibayak,Indonesia,Sumatra,3.2,98.52,2212.0,Stratovolcano,Historical,D3
0601-11=,Sibualbuali,Indonesia,Sumatra,1.556,99.255,1819.0,Stratovolcano,Holocene,Unknown
0202-052,Silali,Kenya,Africa-E,1.15,36.23,1528.0,Shield volcano,Ar/Ar,D7
0702-04=,Silay,Philippines,Philippines-C,10.77,123.23,1535.0,Stratovolcano,Holocene,U
1200-16-,Silverthrone,Canada,Canada,51.43,-126.3,3160.0,Caldera,Holocene,U
0505-05=,Simbo,Solomon Is.,Solomon Is-SW Pacifi,-8.292,156.52,335.0,Stratovolcano,Uncertain,Unknown
0601-08=,Sinabung,Indonesia,Sumatra,3.17,98.392,2460.0,Stratovolcano,Holocene,U
0900-29=,Sinarka,Russia,Kuril Is,48.875,154.175,934.0,Stratovolcano,Historical,D3
0705-10-,Singu Plateau,Myanmar,SE Asia,22.7,95.98,507.0,Fissure vent,Holocene,U
1403-002,"Singuil, Cerro",El Salvador,El Salvador,14.03,-89.7,957.0,Cinder cone,Holocene,U
1900-025,Siple,Antarctica,Antarctica,-73.43,-126.67,3110.0,Shield volcano,Holocene,Unknown
0604-27=,Sirung,Indonesia,Lesser Sunda Is,-8.51,124.148,862.0,Complex volcano,Historical,D1
0603-18=,Slamet,Indonesia,Java,-7.242,109.208,3432.0,Stratovolcano,Historical,D1
0900-021,Smirnov,Russia,Kuril Is,44.43,146.13,1189.0,Stratovolcano,Holocene,U
0804-08=,Smith Rock,Japan,Izu Is-Japan,31.32,140.05,136.0,Submarine volcano,Historical,D2
0704-04=,Smith Volcano,Philippines,Luzon-N of,19.523,121.94,2090.0,Stratovolcano,Historical,D2
1700-01=,Snaefellsjokull,Iceland,Iceland-W,64.8,-23.78,1448.0,Stratovolcano,Radiocarbon,D6
1000-69-,Snegovoy,Russia,Kamchatka,58.2,160.97,2169.0,Shield volcano,Holocene,U
1000-66-,Snezhniy,Russia,Kamchatka,58.02,160.75,2169.0,Shield volcano,Holocene,U
1102-20-,Snowy,United States,Alaska Peninsula,58.33,-154.68,2161.0,Stratovolcano,Fumarolic,U
1502-001,Soche,Ecuador,Ecuador,0.552,-77.58,3955.0,Stratovolcano,Radiocarbon,D7
1505-108,Socompa,Argentina,Chile-N,-24.4,-68.25,6051.0,Stratovolcano,Radiocarbon,D7
1401-021,Socorro,Mexico,Mexico-Is,18.78,-110.95,1050.0,Shield volcano,Historical,D1
0201-222,Sodore,Ethiopia,Africa-NE,8.43,39.35,1765.0,Pyroclastic cone,Holocene,U
1507-111,Sollipulli,Chile,Chile-C,-38.97,-71.52,2282.0,Caldera,Radiocarbon,D6
0606-03=,Soputan,Indonesia,Sulawesi-Indonesia,1.108,124.725,1784.0,Stratovolcano,Historical,D1
0601-12=,Sorikmarapi,Indonesia,Sumatra,0.686,99.539,2145.0,Stratovolcano,Historical,D1
0201-103,Sorkale,Ethiopia,Africa-NE,13.18,41.725,1611.0,Stratovolcano,Holocene,Unknown
1501-061,Sotara,Colombia,Colombia,2.12,-76.58,4400.0,Stratovolcano,Holocene,U
1600-06=,Soufriere Guadeloupe,Guadeloupe,W Indies,16.05,-61.67,1467.0,Stratovolcano,Historical,D1
1600-05=,Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915.0,Stratovolcano,Historical,D1
1600-15=,Soufriere St. Vincent,St. Vincent & the Grenadines,W Indies,13.33,-61.18,1220.0,Stratovolcano,Historical,D1
0202-02=,South Island,Kenya,Africa-E,2.63,36.6,700.0,Stratovolcano,Historical,D3
1202-08-,South Sister,United States,US-Oregon,44.1,-121.77,3157.0,Complex volcano,Radiocarbon,D7
1304-14-,Southern EPR-Segment I,Pacific Ocean,Pacific-E,-18.533,-113.417,-2600.0,Submarine volcano,Magnetism,D2
1304-13-,Southern EPR-Segment J,Pacific Ocean,Pacific-E,-18.175,-113.35,-2650.0,Submarine volcano,Magnetism,D3
1304-12-,Southern EPR-Segment K,Pacific Ocean,Pacific-E,-17.436,-113.206,-2566.0,Submarine volcano,Historical,D2
1002-01-,Southern Sikhote-Alin,Russia,Russia-SE,44.5,135.5,0.0,Volcanic field,Holocene,U
1200-07-,Spectrum Range,Canada,Canada,57.43,-130.68,2430.0,Shield volcano,Holocene,U
1000-671,Spokoiny,Russia,Kamchatka,58.133,160.817,2171.0,Stratovolcano,Radiocarbon,D7
1103-04-,Spurr,United States,Alaska-SW,61.3,-152.25,3374.0,Stratovolcano,Historical,D1
1202-13-,Squaw Ridge Field,United States,US-Oregon,43.472,-120.754,1711.0,Volcanic field,Holocene,Unknown
0900-211,Srednii,Russia,Kuril Is,47.6,152.92,36.0,Submarine volcano,Holocene,U
0500-01=,St. Andrew Strait,Papua New Guinea,Admiralty Is-SW Paci,-2.38,147.35,270.0,Complex volcano,Historical,D2
1600-17=,St. Catherine,Grenada,W Indies,12.15,-61.67,840.0,Stratovolcano,Holocene,U
1201-05-,St. Helens,United States,US-Washington,46.2,-122.18,2549.0,Stratovolcano,Historical,D1
1104-04-,St. Michael,United States,Alaska-W,63.45,-162.12,715.0,Shield volcano,Anthropology,U
0304-002,St. Paul,Indian Ocean,Indian O-S,-38.72,77.53,268.0,Stratovolcano,Historical,D4
1206-01-,Steamboat Springs,United States,US-Nevada,39.375,-119.72,1415.0,Lava dome,Pleistocene-Fumarol,Q
1102-22-,Steller,United States,Alaska Peninsula,58.43,-154.4,2272.0,Unknown,Uncertain,Unknown
1102-052,Stepovak Bay 3,United States,Alaska Peninsula,55.929,-160.002,1555.0,Cinder cone,Holocene?,?
1102-053,Stepovak Bay 4,United States,Alaska Peninsula,55.954,-159.954,1557.0,Stratovolcano,Pleistocene,P
0101-04=,Stromboli,Italy,Italy,38.789,15.213,926.0,Stratovolcano,Historical,D1
1900-012,Sturge Island,Antarctica,Antarctica,-67.4,164.83,1167.0,Stratovolcano,Uncertain,Unknown
1402-17-,Suchitan Volc Field,Guatemala,Guatemala,14.4,-89.78,2042.0,Stratovolcano,Holocene,U
0604-12=,Sukaria Caldera,Indonesia,Lesser Sunda Is,-8.792,121.77,1500.0,Caldera,Fumarolic,U
1502-04=,Sumaco,Ecuador,Ecuador,-0.538,-77.626,3990.0,Stratovolcano,Historical,D3
0601-18=,Sumbing,Indonesia,Sumatra,-2.414,101.728,2507.0,Stratovolcano,Historical,D2
0603-22=,Sumbing,Indonesia,Java,-7.38,110.058,3371.0,Stratovolcano,Historical,D4
0802-081,Sumiyoshi-ike,Japan,Kyushu-Japan,31.768,130.594,100.0,Maar,Radiocarbon,D7
0603-21=,Sundoro,Indonesia,Java,-7.3,109.992,3136.0,Stratovolcano,Historical,D1
1209-02-,Sunset Crater,United States,US-Arizona,35.37,-111.5,2447.0,Cinder cone,Dendrochronology,D6
0601-27=,Suoh,Indonesia,Sumatra,-5.25,104.27,1000.0,Maar,Historical,D2
0103-021,Suphan Dagi,Turkey,Turkey,38.92,42.82,4434.0,Stratovolcano,Holocene,U
0804-142,Supply Reef,United States,Mariana Is-C Pacific,20.13,145.1,-8.0,Submarine volcano,Hydrophonic,D1
0507-01=,Suretamatai,Vanuatu,Vanuatu-SW Pacific,-13.8,167.47,921.0,Complex volcano,Historical,D1
0202-11=,Suswa,Kenya,Africa-E,-1.175,36.35,2356.0,Shield volcano,Holocene,U
0802-03=,Suwanose-jima,Japan,Ryukyu Is,29.53,129.72,799.0,Stratovolcano,Historical,D1
0404-001,Ta'u,United States,Samoa-SW Pacific,-14.23,-169.454,931.0,Shield volcano,Holocene,U
0703-07=,Taal,Philippines,Luzon-Philippines,14.002,120.993,400.0,Stratovolcano,Historical,D1
1403-072,Taburete,El Salvador,El Salvador,13.435,-88.532,1172.0,Stratovolcano,Holocene,U
1401-13=,Tacana,Mexico,Mexico,15.13,-92.112,4110.0,Stratovolcano,Historical,D1
1505-01=,Tacora,Chile,Chile-N,-17.72,-69.77,5980.0,Stratovolcano,Fumarolic,U
0302-05-,Taftan,Iran,Iran,28.6,61.6,4050.0,Stratovolcano,Holocene,U
0403-12-,Tafu-Maka,Tonga,Tonga-SW Pacific,-15.367,-174.233,-1400.0,Submarine volcano,Historical,D1
0205-004,Tahalra Volc Field,Algeria,Africa-N,22.667,5.0,1467.0,Pyroclastic cones,Holocene,U
1402-141,Tahual,Guatemala,Guatemala,14.433,-89.9,1716.0,Stratovolcano,Holocene,U
0201-01=,"Tair, Jebel at",Yemen,Red Sea,15.7,41.742,244.0,Stratovolcano,Historical,D3
1402-02=,Tajumulco,Guatemala,Guatemala,15.034,-91.903,4220.0,Stratovolcano,Holocene,U
0803-143,Takahara,Japan,Honshu-Japan,36.9,139.78,1795.0,Stratovolcano,Holocene,U7
1900-027,Takahe,Antarctica,Antarctica,-76.28,-112.08,3460.0,Shield volcano,Ice Core,D7
1101-09-,Takawangha,United States,Aleutian Is,51.87,-178.02,1449.0,Stratovolcano,Holocene,U
0505-021,Takuan Group,Papua New Guinea,Bougainville-SW Paci,-6.442,155.608,2210.0,Volcanic complex,Holocene,U
0603-15=,Talagabodas,Indonesia,Java,-7.208,108.07,2201.0,Stratovolcano,Fumarolic,U
0601-13=,Talakmau,Indonesia,Sumatra,0.079,99.98,2919.0,Complex volcano,Holocene,U
0601-16=,Talang,Indonesia,Sumatra,-0.978,100.679,2597.0,Stratovolcano,Historical,D1
0604-04=,Tambora,Indonesia,Lesser Sunda Is,-8.25,118.0,2850.0,Stratovolcano,Historical,D1
0603-131,Tampomas,Indonesia,Java,-6.77,107.95,1684.0,Stratovolcano,Holocene,U
1101-241,Tana,United States,Aleutian Is,52.833,-169.767,1170.0,Stratovolcanoes,Holocene,U
1101-08-,Tanaga,United States,Aleutian Is,51.88,-178.13,1806.0,Stratovolcano,Historical,D2
0601-15=,Tandikat,Indonesia,Sumatra,-0.433,100.317,2438.0,Stratovolcano,Historical,D2
0401-102,Tangaroa,New Zealand,New Zealand,-36.321,178.028,600.0,Submarine volcano,Fumarolic,U
0603-09=,Tangkubanparahu,Indonesia,Java,-6.77,107.6,2084.0,Stratovolcano,Historical,D1
0900-31=,Tao-Rusyr Caldera,Russia,Kuril Is,49.35,154.7,1325.0,Stratovolcano,Historical,D2
0604-26=,"Tara, Batu",Indonesia,Lesser Sunda Is,-7.792,123.579,748.0,Stratovolcano,Historical,D3
0608-001,Tarakan,Indonesia,Halmahera-Indonesia,1.78,127.792,318.0,Pyroclastic cone,Holocene,U
1003-01-,Taryatu-Chulutu,Mongolia,Mongolia,48.17,99.7,2400.0,Volcanic field,Holocene,U
0201-106,Tat Ali,Ethiopia,Africa-NE,13.28,41.07,700.0,Shield volcano,Holocene,U
0803-08=,Tate-yama,Japan,Honshu-Japan,36.57,137.6,2621.0,Stratovolcano,Historical,D3
